floor,number_of_storeys,ceiling_height,target_price,total_area,living_area,kitchen_area,district,near_the_subway,number_of_rooms,house_type,bathroom,balcony,year_built
4.0,5.0,2.5,17000.0,46.6,14.2,6.2,Pervomaisky,Yes,2,panel,separate,Without,1969.0
1.0,8.0,2.65,62000.0,49.2,22.6,10.4,Frunzensky,No,1,panel,combined,Balcony,2010.0
2.0,15.0,2.7,51000.0,41.6,25.85,9.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
2.0,5.0,2.7,170000.0,63.05,34.14,12.79,Tsentralny,Yes,2,brick,separate,Without,1952.0
6.0,25.0,2.7,35000.0,29.1,25.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,25.0,2.7,52000.0,44.4,24.44,8.88,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
10.0,12.0,2.7,80000.0,61.2,30.9,15.4,Moskovsky,No,2,brick,separate,Loggia,2007.0
21.0,25.0,2.7,35000.0,28.9,26.0,2.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
22.0,25.0,2.7,38000.0,31.9,27.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
24.0,25.0,2.7,38000.0,31.9,27.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
8.0,25.0,2.7,38000.0,32.3,26.0,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
7.0,9.0,2.54,15000.0,73.7,9.7,7.1,Sovetsky,No,4,panel,separate,Without,1978.0
10.0,25.0,2.7,48000.0,38.4,16.35,11.17,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,9.0,2.7,80000.0,82.8,51.0,8.8,Moskovsky,No,4,panel,separate,Loggia,1993.0
5.0,5.0,3.0,91000.0,80.91,55.86,8.97,Partizansky,Yes,3,brick,separate,Balcony,1958.0
5.0,9.0,2.7,87000.0,79.7,49.2,13.7,Frunzensky,Yes,4,block-rooms,separate,Two balconies,1995.0
3.0,25.0,2.7,39000.0,33.2,28.0,5.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
2.0,19.0,2.7,145000.0,103.0,56.0,17.0,Tsentralny,No,3,brick,separate,Loggia,2019.0
19.0,25.0,2.7,55000.0,44.1,26.0,8.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,18.0,3.0,89000.0,41.8,26.0,8.1,Oktyabrsky,Yes,2,frame-block,separate,Two balconies,2021.0
10.0,12.0,2.7,62000.0,50.6,29.3,7.8,Moskovsky,No,2,panel,separate,Balcony,1991.0
1.0,5.0,2.7,114000.0,52.1,34.2,6.1,Tsentralny,Yes,2,brick,combined,Without,1972.0
16.0,25.0,2.7,63000.0,55.7,45.0,9.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,25.0,2.7,36000.0,29.1,18.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
25.0,25.0,2.7,51000.0,44.0,37.0,6.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
7.0,15.0,2.7,66000.0,54.4,32.12,5.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,4.0,2.7,69000.0,51.11,29.25,6.58,Moskovsky,Yes,2,brick,separate,Loggia,1958.0
19.0,25.0,2.7,41000.0,32.0,17.06,8.72,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
22.0,25.0,2.7,36000.0,29.2,23.0,5.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
20.0,25.0,2.7,46000.0,39.2,32.0,6.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,18.0,3.0,185000.0,89.6,60.1,8.2,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
9.0,25.0,2.7,37000.0,29.4,15.57,8.13,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
20.0,25.0,2.7,45000.0,38.5,33.0,5.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
3.0,4.0,3.1,99000.0,62.06,34.2,12.77,Oktyabrsky,Yes,2,brick,combined,Balcony,1959.0
3.0,25.0,2.7,42000.0,33.0,17.2,8.9,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
18.0,25.0,2.7,45000.0,38.4,31.0,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
5.0,5.0,2.52,57000.0,49.5,34.0,6.2,Zavodskoy,No,3,panel,separate,Balcony,1970.0
6.0,9.0,2.7,170000.0,106.0,52.3,19.4,Frunzensky,Yes,3,silicate,2,Balcony,2007.0
17.0,25.0,2.7,49000.0,43.9,18.52,7.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
11.0,18.0,2.7,36000.0,29.6,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,9.0,2.7,159000.0,137.5,79.7,10.4,Pervomaisky,Yes,4,brick,2,Balcony,2000.0
5.0,5.0,2.52,62000.0,59.0,40.0,6.0,Leninsky,No,4,panel,separate,Balcony,1972.0
7.0,18.0,2.7,36000.0,29.6,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
23.0,25.0,2.7,81000.0,70.9,50.0,5.0,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
1.0,5.0,2.56,70000.0,65.75,41.4,8.79,Moskovsky,Yes,3,brick,separate,Balcony,1978.0
17.0,25.0,2.7,55000.0,43.9,26.32,5.64,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
10.0,18.0,2.7,36000.0,29.6,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,5.0,2.7,179000.0,82.5,56.5,6.4,Leninsky,No,3,brick,separate,Balcony,1950.0
17.0,18.0,2.7,36000.0,29.6,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,9.0,2.52,114000.0,79.6,54.6,10.5,Tsentralny,No,3,frame-block,separate,Balcony,2014.0
8.0,25.0,2.7,81000.0,72.67,50.0,5.0,Oktyabrsky,Yes,4,frame-block,2,Two balconies,2021.0
11.0,18.0,2.7,35000.0,30.0,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
25.0,25.0,2.7,54000.0,43.6,26.32,5.64,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
10.0,12.0,2.48,164000.0,95.1,57.1,11.8,Tsentralny,No,4,frame-block,2,Two balconies,2014.0
3.0,5.0,2.94,95000.0,52.26,29.75,8.32,Moskovsky,Yes,2,brick,separate,Balcony,1952.0
9.0,9.0,2.7,65000.0,46.8,28.3,7.2,Frunzensky,Yes,2,panel,separate,Loggia,1990.0
6.0,10.0,2.7,198000.0,137.3,82.8,17.4,Sovetsky,No,4,brick,2,Two balconies,2002.0
15.0,25.0,2.7,36000.0,28.9,15.34,7.95,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,25.0,2.7,77000.0,72.67,50.0,5.0,Oktyabrsky,Yes,4,frame-block,2,Two balconies,2021.0
12.0,25.0,2.7,39000.0,32.3,17.06,8.9,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,76000.0,72.67,50.0,5.0,Oktyabrsky,Yes,4,frame-block,2,Two balconies,2021.0
13.0,20.0,2.53,134000.0,70.2,50.4,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2015.0
9.0,25.0,2.7,38000.0,32.1,17.06,8.9,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,5.0,2.53,73000.0,61.2,45.83,6.19,Pervomaisky,Yes,3,panel,separate,Balcony,1969.0
17.0,25.0,2.74,33000.0,27.6,21.8,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,25.0,2.7,75000.0,72.67,50.0,5.0,Oktyabrsky,Yes,4,frame-block,2,Two balconies,2021.0
14.0,16.0,2.7,67000.0,58.97,36.0,9.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
3.0,3.0,3.0,320000.0,122.8,67.5,16.4,Sovetsky,No,2,brick,separate,Two balconies,2005.0
5.0,25.0,2.7,73000.0,72.67,50.0,5.0,Oktyabrsky,Yes,4,frame-block,2,Two balconies,2021.0
4.0,19.0,2.65,145000.0,100.2,58.2,9.5,Frunzensky,Yes,4,panel,separate,Loggia,2011.0
13.0,25.0,2.7,72000.0,72.42,50.0,5.0,Oktyabrsky,Yes,4,frame-block,2,Two balconies,2021.0
5.0,5.0,2.54,44000.0,35.1,19.7,7.1,Oktyabrsky,Yes,1,brick,separate,Balcony,1968.0
5.0,5.0,2.64,49000.0,41.91,25.83,5.94,Moskovsky,Yes,2,brick,combined,Balcony,1964.0
5.0,5.0,2.7,12000.0,60.1,16.5,6.2,Zavodskoy,No,4,panel,separate,Without,1969.0
11.0,16.0,2.7,63000.0,55.88,30.0,15.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
24.0,25.0,2.7,68000.0,39.2,17.7,10.2,Moskovsky,Yes,1,frame-block,separate,Two balconies,2014.0
4.0,5.0,2.7,65000.0,58.52,41.34,6.03,Tsentralny,No,3,panel,separate,Balcony,1966.0
4.0,5.0,2.7,65000.0,58.52,41.34,6.03,Tsentralny,No,4,panel,separate,Balcony,1966.0
5.0,5.0,2.5,67000.0,41.0,23.0,6.28,Sovetsky,Yes,2,brick,separate,Balcony,1970.0
21.0,21.0,2.7,119000.0,115.0,67.0,15.3,Sovetsky,No,4,frame-block,2,Two balconies,2021.0
5.0,6.0,2.95,109000.0,72.42,49.94,9.12,Pervomaisky,Yes,3,brick,separate,Two balconies,1960.0
2.0,2.0,2.73,45000.0,43.7,27.4,5.3,Moskovsky,Yes,2,brick,combined,Without,1958.0
2.0,9.0,2.7,81000.0,52.2,27.0,12.0,Frunzensky,Yes,2,panel,separate,Loggia,2000.0
24.0,25.0,2.7,81000.0,70.7,54.79,4.86,Oktyabrsky,Yes,4,frame-block,separate,Loggia,2020.0
4.0,9.0,2.7,47000.0,35.0,17.0,7.6,Frunzensky,Yes,1,panel,separate,Loggia,1974.0
3.0,9.0,2.54,49000.0,32.7,17.0,7.1,Moskovsky,No,1,panel,separate,Balcony,1984.0
2.0,5.0,2.7,133000.0,90.5,55.5,16.2,Sovetsky,No,3,brick,combined,Loggia,2003.0
3.0,5.0,2.51,75000.0,43.7,31.1,5.8,Sovetsky,Yes,2,brick,combined,Balcony,1962.0
4.0,10.0,2.54,96000.0,75.4,42.9,9.4,Oktyabrsky,Yes,3,panel,separate,Loggia,2006.0
8.0,16.0,3.0,225000.0,137.8,81.0,15.4,Tsentralny,Yes,3,monolithic,2,Loggia,2008.0
1.0,5.0,2.52,55000.0,46.9,31.7,6.1,Zavodskoy,Yes,2,panel,separate,Without,1967.0
2.0,5.0,2.7,188000.0,57.3,35.7,6.7,Leninsky,Yes,2,brick,combined,Balcony,1953.0
5.0,5.0,2.7,20000.0,62.6,17.3,6.2,Pervomaisky,Yes,3,panel,separate,Without,1969.0
3.0,5.0,2.53,59000.0,50.3,34.0,6.2,Frunzensky,Yes,3,panel,separate,Balcony,1969.0
2.0,19.0,2.65,52000.0,45.3,17.9,9.5,Leninsky,No,1,panel,separate,Loggia,2016.0
2.0,9.0,2.52,85000.0,50.9,28.3,7.6,Tsentralny,Yes,2,brick,separate,Loggia,1975.0
9.0,10.0,2.7,131000.0,68.2,34.2,14.5,Tsentralny,No,2,monolithic,combined,Loggia,2014.0
6.0,8.0,2.68,130000.0,67.2,37.6,10.9,Tsentralny,No,2,frame-block,separate,Loggia,2013.0
8.0,10.0,3.1,270000.0,165.7,111.4,14.0,Frunzensky,Yes,5,monolithic,2,Loggia,2002.0
6.0,9.0,2.54,54000.0,34.9,16.9,7.1,Moskovsky,Yes,1,panel,separate,Loggia,1988.0
5.0,6.0,2.5,230000.0,145.0,77.2,26.3,Sovetsky,No,4,brick,2,Balcony,2000.0
4.0,4.0,2.52,78000.0,54.7,36.5,6.04,Pervomaisky,Yes,3,brick,combined,Balcony,1960.0
5.0,19.0,2.7,100000.0,67.8,30.6,12.9,Pervomaisky,No,2,panel,separate,Loggia,2014.0
3.0,16.0,2.7,105000.0,73.2,38.5,10.9,Sovetsky,No,2,frame-block,separate,Loggia,2014.0
1.0,9.0,2.5,66000.0,51.15,27.0,9.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
14.0,25.0,2.7,35000.0,29.3,21.37,7.5,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,35000.0,29.3,21.37,7.5,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,35000.0,29.3,21.37,7.5,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,35000.0,29.3,21.37,7.5,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,35000.0,29.3,21.37,7.5,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,4.0,3.0,138000.0,63.0,31.0,10.6,Oktyabrsky,Yes,2,brick,separate,Without,1951.0
12.0,25.0,2.7,73000.0,72.67,50.68,10.0,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
4.0,10.0,2.64,93000.0,56.1,29.6,11.1,Oktyabrsky,No,2,panel,separate,Loggia,2019.0
1.0,9.0,2.5,68000.0,51.87,30.88,9.68,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
7.0,9.0,2.54,83000.0,86.7,55.6,7.1,Moskovsky,No,4,panel,separate,Loggia,1993.0
1.0,9.0,2.5,73000.0,55.1,30.48,9.93,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,9.0,2.5,68000.0,52.69,31.12,9.96,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,9.0,2.5,84000.0,73.85,40.0,12.64,Moskovsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,9.0,2.5,92000.0,80.21,49.21,8.0,Moskovsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,9.0,2.5,49000.0,35.01,16.8,7.65,Frunzensky,No,1,panel,separate,Loggia,1975.0
2.0,22.0,2.52,125000.0,85.0,50.7,10.7,Frunzensky,Yes,3,silicate,separate,Loggia,2011.0
18.0,19.0,2.65,72000.0,60.9,31.1,9.0,Zavodskoy,No,2,panel,separate,Loggia,2012.0
13.0,20.0,2.55,144000.0,83.2,64.1,12.0,Moskovsky,Yes,3,brick,2,Loggia,2015.0
4.0,5.0,2.5,74000.0,62.3,45.9,6.2,Pervomaisky,Yes,3,panel,separate,Balcony,1969.0
2.0,15.0,2.76,123000.0,95.2,47.4,10.9,Partizansky,No,3,frame-block,separate,Loggia,2014.0
11.0,16.0,2.7,37000.0,30.5,19.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2020.0
3.0,5.0,2.55,70000.0,50.0,34.5,6.2,Pervomaisky,Yes,3,panel,separate,Balcony,1968.0
7.0,15.0,2.7,66000.0,37.6,14.4,10.3,Frunzensky,Yes,1,frame-block,combined,Balcony,2007.0
23.0,25.0,2.7,37000.0,31.1,20.0,5.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
9.0,10.0,2.52,119000.0,67.6,41.9,14.2,Pervomaisky,Yes,3,brick,separate,Loggia,2000.0
23.0,23.0,2.74,72000.0,52.0,45.0,15.0,Oktyabrsky,No,3,frame-block,separate,Loggia,2020.0
1.0,9.0,2.7,74000.0,67.8,47.8,7.2,Pervomaisky,No,3,panel,combined,Loggia,1975.0
24.0,25.0,2.7,51000.0,43.9,27.0,5.6,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
4.0,5.0,2.54,48000.0,46.0,33.0,6.0,Zavodskoy,Yes,2,panel,combined,Balcony,1962.0
12.0,25.0,2.7,81000.0,71.0,39.0,5.0,Oktyabrsky,Yes,4,frame-block,combined,Two balconies,2021.0
5.0,5.0,2.5,47000.0,44.0,30.6,5.6,Frunzensky,Yes,2,brick,combined,Balcony,1965.0
4.0,9.0,2.53,71000.0,49.13,27.54,7.22,Pervomaisky,Yes,2,panel,separate,Loggia,1972.0
2.0,5.0,2.5,22000.0,57.0,13.9,6.0,Leninsky,Yes,1,panel,combined,Balcony,1963.0
7.0,14.0,2.7,150000.0,84.2,35.3,20.0,Frunzensky,Yes,2,frame-block,separate,Loggia,2008.0
2.0,5.0,2.95,165000.0,56.8,38.7,7.2,Leninsky,Yes,2,brick,combined,Without,1953.0
12.0,25.0,2.7,64000.0,56.2,30.0,7.6,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
15.0,25.0,2.7,58000.0,41.2,39.2,34.4,Oktyabrsky,Yes,1,panel,combined,Balcony,2021.0
4.0,5.0,3.0,91000.0,69.1,42.0,8.0,Partizansky,Yes,3,brick,separate,Balcony,1957.0
8.0,18.0,2.7,76000.0,64.6,40.0,8.2,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
12.0,13.0,2.7,50000.0,35.6,17.5,8.0,Zavodskoy,No,1,brick,separate,Loggia,1994.0
20.0,25.0,2.7,51000.0,44.1,26.0,5.6,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
10.0,25.0,2.7,80000.0,71.7,48.07,7.47,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
4.0,9.0,2.52,104000.0,94.4,65.7,10.2,Frunzensky,No,4,panel,separate,Loggia,2010.0
5.0,5.0,3.05,167000.0,62.2,34.8,7.2,Tsentralny,Yes,2,brick,combined,Balcony,1958.0
8.0,25.0,2.7,64000.0,56.4,32.47,7.29,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
2.0,19.0,2.65,69000.0,60.7,31.1,9.5,Leninsky,No,2,panel,separate,Loggia,2016.0
16.0,18.0,2.7,41000.0,33.7,20.0,8.1,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
6.0,25.0,2.7,52000.0,44.4,24.32,7.82,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
4.0,9.0,2.5,16000.0,77.0,12.3,7.1,Leninsky,No,4,panel,separate,Without,1981.0
1.0,9.0,2.65,94000.0,93.8,55.0,12.8,Frunzensky,No,3,frame-block,separate,Loggia,2006.0
2.0,13.0,2.71,87000.0,45.1,22.0,11.3,Frunzensky,Yes,1,frame-block,combined,Loggia,2012.0
8.0,25.0,2.7,39000.0,32.8,17.06,7.9,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
12.0,19.0,2.65,78000.0,64.1,31.1,12.9,Frunzensky,Yes,2,panel,separate,Loggia,2020.0
2.0,12.0,2.75,83000.0,47.8,16.7,11.5,Pervomaisky,No,1,frame-block,separate,Without,2014.0
2.0,16.0,2.6,192000.0,160.0,80.0,15.0,Pervomaisky,Yes,4,frame-block,2,Loggia,2017.0
3.0,5.0,2.5,59000.0,54.0,34.9,6.8,Sovetsky,No,2,brick,separate,Balcony,1968.0
12.0,13.0,2.7,107000.0,80.9,49.8,9.6,Oktyabrsky,No,4,brick,separate,Two balconies,1997.0
5.0,18.0,2.7,36000.0,30.0,15.0,8.1,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,16.0,2.6,185000.0,121.1,67.6,15.1,Frunzensky,Yes,4,frame-block,separate,Loggia,2010.0
1.0,9.0,2.7,99000.0,82.4,60.0,7.5,Frunzensky,Yes,3,block-rooms,2,Two balconies,1975.0
12.0,25.0,2.7,53000.0,43.2,27.42,6.16,Oktyabrsky,Yes,2,frame-block,combined,Balcony,2021.0
3.0,9.0,2.65,29000.0,52.5,14.7,8.8,Leninsky,No,1,panel,separate,Loggia,1978.0
18.0,24.0,2.7,47000.0,38.4,9.56,14.29,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
18.0,18.0,3.0,75000.0,64.1,40.0,8.1,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
6.0,24.0,2.7,72000.0,63.6,33.01,10.39,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
5.0,5.0,2.53,72000.0,58.5,41.8,6.2,Zavodskoy,No,4,panel,separate,Loggia,1970.0
2.0,24.0,2.7,72000.0,63.6,33.01,10.39,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,5.0,2.7,234000.0,133.3,93.8,11.2,Pervomaisky,Yes,4,brick,separate,Two balconies,2005.0
10.0,12.0,2.64,88000.0,65.55,37.83,8.67,Leninsky,No,3,panel,separate,Loggia,1983.0
4.0,5.0,2.5,81000.0,62.75,44.51,6.57,Sovetsky,No,3,brick,separate,Balcony,1967.0
9.0,12.0,2.48,84000.0,64.6,40.3,8.7,Oktyabrsky,Yes,3,brick,separate,Loggia,1989.0
10.0,10.0,2.75,289000.0,122.0,82.0,37.0,Frunzensky,Yes,4,brick,2,Two balconies,2013.0
3.0,4.0,2.7,211000.0,100.8,74.79,13.5,Tsentralny,No,4,frame-block,separate,Loggia,2021.0
3.0,3.0,2.7,210000.0,412.6,190.0,19.0,Pervomaisky,Yes,4,silicate,separate,Two balconies,2021.0
1.0,5.0,2.7,72000.0,71.2,40.0,10.1,Pervomaisky,No,3,panel,separate,Balcony,1990.0
4.0,4.0,2.51,37000.0,30.1,17.53,5.9,Leninsky,No,1,brick,combined,Without,1962.0
1.0,5.0,2.65,50000.0,51.5,35.0,6.0,Oktyabrsky,Yes,3,brick,separate,Without,1967.0
2.0,10.0,2.97,142000.0,109.7,77.7,12.13,Pervomaisky,Yes,3,frame-block,2,Loggia,2019.0
3.0,5.0,2.7,47000.0,44.5,30.6,5.8,Pervomaisky,No,2,panel,combined,Balcony,1965.0
6.0,9.0,2.64,64000.0,51.9,29.0,8.7,Oktyabrsky,No,2,panel,separate,Loggia,1985.0
3.0,5.0,2.5,57000.0,42.2,25.5,6.0,Frunzensky,Yes,2,panel,combined,Balcony,1965.0
10.0,10.0,2.5,82000.0,81.0,42.2,11.6,Frunzensky,No,3,panel,2,Loggia,2012.0
8.0,9.0,2.54,84000.0,66.7,43.6,8.8,Frunzensky,No,3,panel,separate,Loggia,2006.0
23.0,25.0,2.7,36000.0,29.1,15.57,7.95,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
16.0,25.0,2.7,80000.0,64.9,38.57,5.18,Oktyabrsky,Yes,3,panel,separate,Loggia,2020.0
2.0,15.0,2.7,142000.0,158.7,55.3,29.9,Pervomaisky,Yes,4,brick,2,Loggia,2000.0
13.0,20.0,2.46,87000.0,59.3,42.1,13.0,Frunzensky,No,2,frame-block,separate,Loggia,2013.0
5.0,20.0,2.7,147000.0,86.8,64.6,22.0,Oktyabrsky,No,3,panel,separate,Loggia,2015.0
2.0,9.0,2.7,51000.0,33.1,17.01,7.15,Leninsky,No,1,panel,separate,Loggia,1976.0
5.0,13.0,2.7,65000.0,44.5,19.0,10.5,Tsentralny,No,1,frame-block,combined,Loggia,2016.0
3.0,25.0,2.7,48000.0,39.8,19.66,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,3.0,2.55,185000.0,239.0,96.6,17.6,Frunzensky,No,6,silicate,separate,Without,2016.0
1.0,5.0,2.7,45000.0,46.0,30.3,5.7,Pervomaisky,Yes,2,panel,combined,Without,1962.0
18.0,18.0,3.0,51000.0,42.7,24.0,8.1,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,9.0,2.42,79000.0,72.5,40.5,9.0,Leninsky,No,3,block-rooms,separate,Two balconies,2002.0
4.0,5.0,2.7,850000.0,220.0,140.0,40.0,Tsentralny,Yes,2,brick,2,Balcony,2005.0
14.0,15.0,2.57,120000.0,81.1,46.7,13.6,Sovetsky,No,3,brick,separate,Loggia,2006.0
20.0,25.0,2.7,51000.0,44.1,26.32,5.64,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
11.0,19.0,2.7,129000.0,46.5,40.0,6.0,Pervomaisky,Yes,2,frame-block,combined,Loggia,2016.0
7.0,9.0,2.64,96000.0,83.0,40.9,11.3,Frunzensky,Yes,3,block-rooms,separate,Two balconies,1998.0
1.0,9.0,2.48,64000.0,47.24,28.31,7.19,Frunzensky,Yes,2,panel,combined,Loggia,1974.0
7.0,9.0,2.7,209000.0,95.0,45.0,19.5,Partizansky,Yes,4,brick,2,Two balconies,1989.0
5.0,5.0,2.46,41000.0,31.8,18.6,5.8,Tsentralny,No,1,brick,combined,Without,1963.0
9.0,10.0,2.66,253000.0,156.5,106.8,8.7,Tsentralny,No,6,panel,2,Without,1999.0
1.0,5.0,2.56,50000.0,44.6,32.5,6.0,Moskovsky,Yes,2,silicate,combined,Without,1965.0
5.0,5.0,2.62,44000.0,36.98,20.74,5.68,Zavodskoy,Yes,1,brick,combined,Loggia,1967.0
1.0,5.0,3.03,220000.0,96.7,62.5,12.1,Pervomaisky,Yes,3,brick,2,Loggia,2005.0
2.0,12.0,2.7,73000.0,65.9,38.0,8.8,Frunzensky,No,3,panel,separate,Loggia,2000.0
4.0,5.0,2.7,340000.0,182.6,129.4,12.0,Pervomaisky,Yes,5,brick,2,Loggia,2005.0
2.0,8.0,3.0,102000.0,51.1,27.0,8.0,Sovetsky,Yes,2,brick,combined,Without,1958.0
7.0,12.0,2.7,79000.0,58.3,36.9,11.0,Frunzensky,Yes,3,frame-block,combined,Loggia,2011.0
2.0,3.0,2.7,97000.0,63.5,46.5,7.0,Pervomaisky,Yes,3,brick,separate,Without,1955.0
5.0,12.0,2.5,79000.0,64.6,38.0,8.2,Frunzensky,Yes,3,panel,combined,Two balconies,1974.0
4.0,5.0,2.52,65000.0,48.6,31.8,7.5,Frunzensky,Yes,2,block-rooms,separate,Loggia,1971.0
5.0,9.0,2.54,109000.0,77.3,53.8,7.1,Pervomaisky,Yes,4,panel,separate,Two balconies,1989.0
4.0,18.0,2.7,36000.0,29.7,15.0,8.1,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,5.0,2.5,63000.0,42.4,28.7,6.4,Pervomaisky,Yes,2,brick,combined,Balcony,1961.0
4.0,5.0,2.56,53000.0,46.1,34.1,5.6,Moskovsky,Yes,2,silicate,combined,Balcony,1964.0
14.0,18.0,2.7,36000.0,29.4,15.0,8.1,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,3.0,2.7,99000.0,56.0,39.0,6.5,Partizansky,Yes,3,brick,separate,Without,1956.0
2.0,5.0,2.54,50000.0,33.6,17.2,6.2,Tsentralny,Yes,1,panel,separate,Balcony,1968.0
7.0,9.0,2.7,78000.0,57.0,30.0,7.0,Leninsky,No,2,brick,combined,Balcony,1972.0
9.0,9.0,2.52,93000.0,82.0,54.3,7.1,Frunzensky,No,4,panel,separate,Two balconies,1996.0
7.0,13.0,2.7,109000.0,63.7,35.6,9.3,Moskovsky,Yes,2,frame-block,separate,Loggia,2013.0
14.0,19.0,2.64,66000.0,44.8,18.0,9.5,Leninsky,No,1,panel,combined,Loggia,2017.0
1.0,5.0,2.52,41000.0,30.75,18.75,5.71,Partizansky,Yes,1,brick,combined,Without,1964.0
17.0,25.0,2.7,35000.0,30.93,23.56,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
17.0,25.0,2.7,35000.0,30.93,23.56,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,7.0,2.7,600000.0,230.2,164.5,10.8,Partizansky,Yes,5,frame-block,more than 2,Two balconies,2017.0
17.0,25.0,2.7,35000.0,30.93,23.56,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
