floor,number_of_storeys,ceiling_height,target_price,total_area,living_area,kitchen_area,district,near_the_subway,number_of_rooms,house_type,bathroom,balcony,year_built
1.0,4.0,2.95,21000.0,56.5,13.8,8.9,Pervomaisky,Yes,2,brick,separate,Without,1961.0
7.0,13.0,2.72,200000.0,118.7,68.0,13.0,Moskovsky,Yes,3,frame-block,combined,Loggia,2013.0
16.0,25.0,2.7,73000.0,63.0,48.0,9.9,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
1.0,5.0,2.5,18000.0,61.45,17.63,6.3,Zavodskoy,No,3,brick,separate,Without,1970.0
2.0,3.0,2.7,295000.0,97.6,65.7,7.9,Tsentralny,Yes,4,brick,separate,Balcony,1953.0
3.0,16.0,2.7,64000.0,60.25,43.0,8.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
5.0,25.0,2.7,35000.0,29.5,15.0,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
8.0,25.0,2.7,72000.0,63.3,47.0,8.94,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
7.0,15.0,2.8,101000.0,50.9,22.32,11.15,Tsentralny,No,2,frame-block,combined,Loggia,2021.0
22.0,25.0,2.7,37000.0,31.8,17.0,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,5.0,2.48,17000.0,106.4,16.2,10.5,Tsentralny,No,5,brick,separate,Balcony,1963.0
8.0,9.0,2.7,18000.0,47.0,17.1,7.1,Zavodskoy,No,2,panel,separate,Loggia,1993.0
8.0,25.0,2.7,63000.0,56.4,35.0,7.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
6.0,11.0,2.76,98000.0,67.5,40.6,12.5,Sovetsky,No,2,brick,separate,Loggia,2002.0
6.0,15.0,2.8,126000.0,84.45,48.35,12.31,Tsentralny,No,3,frame-block,2,Loggia,2021.0
2.0,3.0,2.7,297000.0,253.6,122.0,18.0,Sovetsky,No,5,silicate,more than 2,Without,2005.0
9.0,25.0,2.7,38000.0,32.2,17.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
15.0,25.0,2.7,38000.0,31.2,18.81,7.48,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
10.0,12.0,2.75,108000.0,50.7,47.6,28.8,Sovetsky,Yes,1,frame-block,combined,Balcony,2021.0
10.0,25.0,2.7,79000.0,71.7,45.0,7.0,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
11.0,25.0,2.7,51000.0,44.6,30.0,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
5.0,7.0,2.75,590000.0,185.6,97.8,26.0,Tsentralny,Yes,4,brick,more than 2,Balcony,1996.0
8.0,25.0,2.7,37000.0,30.0,14.25,7.52,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,51000.0,44.3,30.0,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
2.0,7.0,2.7,450000.0,182.1,100.1,23.7,Tsentralny,Yes,4,brick,2,Two balconies,1996.0
6.0,10.0,2.72,144000.0,103.6,49.8,12.1,Moskovsky,Yes,3,frame-block,separate,Balcony,2005.0
13.0,15.0,2.8,74000.0,45.15,17.71,9.67,Tsentralny,No,1,frame-block,combined,Loggia,2021.0
25.0,25.0,2.7,35000.0,29.2,15.57,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,9.0,2.5,77000.0,65.5,43.3,6.7,Oktyabrsky,Yes,3,panel,separate,Loggia,1978.0
9.0,16.0,2.7,38000.0,31.0,19.0,5.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2020.0
7.0,9.0,2.63,65000.0,53.8,28.4,9.8,Leninsky,No,2,panel,separate,Two balconies,1980.0
3.0,9.0,2.5,71000.0,58.8,42.7,7.0,Zavodskoy,Yes,4,panel,separate,Loggia,1968.0
13.0,15.0,2.8,74000.0,45.15,17.71,9.67,Tsentralny,No,1,frame-block,combined,Loggia,2021.0
3.0,4.0,3.18,72000.0,72.75,46.93,9.98,Zavodskoy,Yes,3,brick,separate,Balcony,1936.0
1.0,3.0,3.12,99000.0,69.05,48.27,8.3,Tsentralny,Yes,3,brick,separate,Without,1948.0
6.0,9.0,2.55,86000.0,62.3,34.5,10.2,Partizansky,Yes,2,panel,separate,Loggia,2011.0
5.0,6.0,3.1,149000.0,80.3,51.0,11.8,Oktyabrsky,Yes,3,brick,separate,Without,1952.0
2.0,25.0,2.7,83000.0,75.6,50.0,8.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
10.0,25.0,2.7,79000.0,71.5,38.0,10.0,Oktyabrsky,Yes,3,frame-block,2,Two balconies,2021.0
23.0,25.0,2.7,36000.0,29.6,18.9,6.2,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,15.0,2.8,127000.0,85.32,45.97,12.27,Tsentralny,No,3,frame-block,2,Two balconies,2021.0
15.0,15.0,2.8,225000.0,107.61,60.56,13.06,Tsentralny,No,4,frame-block,2,Loggia,2021.0
4.0,10.0,2.71,140000.0,71.1,35.7,10.2,Frunzensky,Yes,2,monolithic,combined,Loggia,2012.0
14.0,25.0,2.7,52000.0,44.3,34.0,9.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
13.0,25.0,2.7,38000.0,33.34,25.48,5.12,Oktyabrsky,Yes,1,panel,combined,Loggia,2021.0
5.0,13.0,2.8,97000.0,61.07,31.98,12.04,Tsentralny,No,2,frame-block,separate,Loggia,2021.0
7.0,20.0,2.7,100000.0,48.6,35.0,12.0,Pervomaisky,Yes,1,frame-block,combined,Loggia,2018.0
25.0,25.0,2.7,51000.0,44.1,34.0,9.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
14.0,25.0,2.7,39000.0,33.9,26.13,5.4,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,39000.0,33.9,26.13,5.4,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,5.0,2.7,139000.0,56.7,34.0,7.4,Tsentralny,Yes,2,brick,combined,Without,1958.0
19.0,25.0,2.7,38000.0,33.0,25.2,5.12,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
8.0,9.0,2.55,69000.0,45.7,22.0,9.9,Frunzensky,No,1,panel,separate,Loggia,1998.0
6.0,25.0,2.7,52000.0,44.6,35.0,8.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
11.0,25.0,2.7,52000.0,44.6,38.0,5.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
8.0,25.0,2.7,38000.0,32.99,25.46,5.4,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,9.0,2.52,70000.0,58.35,19.83,7.2,Sovetsky,No,3,panel,separate,Loggia,1978.0
6.0,7.0,2.7,81000.0,64.9,47.6,4.3,Frunzensky,Yes,3,frame-block,2,Balcony,1968.0
2.0,15.0,2.8,105000.0,70.23,34.69,11.9,Tsentralny,No,2,frame-block,2,Loggia,2021.0
8.0,20.0,2.53,63000.0,43.5,18.2,9.4,Partizansky,No,1,monolithic,separate,Loggia,2011.0
16.0,25.0,2.7,36000.0,31.12,23.56,5.12,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
6.0,9.0,2.7,59000.0,46.9,28.6,7.2,Zavodskoy,No,2,panel,separate,Loggia,1986.0
1.0,5.0,2.54,58000.0,52.6,34.56,6.7,Zavodskoy,No,2,brick,separate,Without,1967.0
10.0,25.0,2.7,79000.0,71.5,38.0,10.0,Oktyabrsky,Yes,3,frame-block,2,Two balconies,2021.0
8.0,9.0,2.58,72000.0,55.1,34.7,6.95,Frunzensky,No,3,brick,separate,Loggia,1976.0
9.0,25.0,2.7,79000.0,71.5,38.0,10.0,Oktyabrsky,Yes,3,frame-block,2,Two balconies,2021.0
2.0,9.0,2.54,69000.0,58.3,31.3,12.4,Partizansky,No,2,panel,separate,Loggia,2010.0
10.0,18.0,2.7,36000.0,30.2,20.0,9.0,Oktyabrsky,Yes,1,panel,combined,Loggia,2021.0
5.0,5.0,2.57,51000.0,44.5,30.6,5.8,Frunzensky,Yes,2,panel,combined,Balcony,1965.0
5.0,5.0,2.7,59000.0,60.7,45.8,6.0,Leninsky,No,3,panel,separate,Balcony,1971.0
10.0,11.0,2.55,100000.0,79.8,47.3,10.2,Zavodskoy,No,3,panel,separate,Loggia,2014.0
9.0,9.0,2.45,68000.0,53.9,31.76,9.29,Moskovsky,No,2,block-rooms,separate,Two balconies,1985.0
8.0,25.0,2.7,79000.0,71.6,38.0,10.0,Oktyabrsky,Yes,3,frame-block,2,Two balconies,2021.0
9.0,10.0,2.71,91000.0,39.9,17.7,11.0,Pervomaisky,Yes,1,frame-block,combined,Loggia,2011.0
7.0,25.0,2.7,79000.0,71.6,38.0,10.0,Oktyabrsky,Yes,4,frame-block,2,Two balconies,2021.0
10.0,25.0,2.7,36000.0,31.47,20.0,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,39000.0,33.7,20.0,6.5,Oktyabrsky,Yes,1,frame-block,combined,Two balconies,2021.0
2.0,3.0,2.7,55000.0,42.3,25.3,6.4,Zavodskoy,Yes,2,brick,separate,Balcony,1948.0
4.0,5.0,2.46,43000.0,35.9,18.0,9.3,Frunzensky,Yes,1,block-rooms,separate,Balcony,1986.0
8.0,15.0,2.87,153000.0,68.0,44.3,12.0,Tsentralny,No,2,frame-block,separate,Loggia,2021.0
12.0,25.0,2.7,64000.0,56.2,32.0,7.5,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
9.0,25.0,2.7,64000.0,56.4,32.0,7.5,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
9.0,10.0,2.64,80000.0,48.9,26.0,10.4,Pervomaisky,Yes,1,panel,combined,Balcony,2011.0
8.0,25.0,2.7,64000.0,56.4,32.0,7.5,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
7.0,25.0,2.7,64000.0,56.7,32.0,7.5,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
2.0,2.0,2.9,58000.0,53.83,34.4,7.52,Zavodskoy,Yes,3,silicate,combined,Loggia,1949.0
9.0,9.0,2.51,51000.0,35.0,17.0,7.0,Pervomaisky,Yes,1,panel,separate,Loggia,1990.0
3.0,5.0,2.7,66000.0,47.53,29.28,6.56,Sovetsky,No,2,brick,separate,Loggia,1971.0
4.0,5.0,2.46,85000.0,68.1,45.6,7.8,Oktyabrsky,Yes,3,block-rooms,separate,Balcony,1993.0
9.0,10.0,2.5,72000.0,52.0,30.0,9.3,Pervomaisky,Yes,2,panel,separate,Balcony,1990.0
4.0,12.0,2.54,92000.0,70.7,66.8,9.2,Frunzensky,Yes,3,brick,separate,Loggia,1994.0
9.0,12.0,2.65,70000.0,50.4,30.0,7.7,Pervomaisky,Yes,2,panel,separate,Loggia,1991.0
2.0,5.0,3.0,225000.0,117.0,73.5,9.0,Pervomaisky,Yes,3,brick,2,Balcony,2005.0
12.0,19.0,2.7,43000.0,32.7,27.0,12.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
9.0,9.0,2.7,96000.0,72.1,44.5,9.4,Moskovsky,Yes,3,panel,separate,Loggia,2007.0
13.0,16.0,2.52,140000.0,88.5,47.5,16.7,Moskovsky,No,3,brick,2,Loggia,2007.0
8.0,9.0,2.65,67000.0,49.5,28.4,7.2,Pervomaisky,Yes,2,panel,separate,Balcony,1995.0
2.0,4.0,2.7,169000.0,80.65,59.03,12.0,Tsentralny,No,3,frame-block,separate,Loggia,2021.0
10.0,18.0,2.7,75000.0,64.9,36.8,9.17,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
16.0,16.0,2.55,99000.0,74.9,45.0,9.5,Frunzensky,No,3,panel,separate,Loggia,2007.0
14.0,25.0,2.7,83000.0,47.5,17.4,11.6,Sovetsky,No,1,monolithic,combined,Loggia,2018.0
8.0,9.0,2.55,89000.0,77.4,52.8,7.1,Moskovsky,Yes,4,panel,separate,Two balconies,1987.0
15.0,25.0,2.7,35000.0,29.0,23.0,5.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
1.0,9.0,2.54,70000.0,54.2,29.2,7.2,Oktyabrsky,Yes,2,panel,separate,Loggia,1985.0
2.0,25.0,2.7,37000.0,31.2,15.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,36000.0,29.1,14.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,10.0,2.55,109000.0,80.5,50.4,15.9,Frunzensky,Yes,4,panel,2,Loggia,2004.0
14.0,25.0,2.7,38000.0,31.9,25.0,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
9.0,9.0,2.5,43000.0,32.8,17.0,7.0,Frunzensky,Yes,1,panel,separate,Loggia,1981.0
6.0,18.0,2.7,137000.0,116.7,79.1,20.0,Sovetsky,No,3,panel,2,Two balconies,2015.0
6.0,19.0,2.65,77000.0,64.3,31.1,13.1,Leninsky,Yes,2,panel,separate,Loggia,2021.0
18.0,18.0,2.7,36000.0,29.4,17.64,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
8.0,9.0,2.7,104000.0,77.7,44.6,11.2,Leninsky,Yes,3,block-rooms,separate,Two balconies,2005.0
21.0,25.0,2.7,35000.0,28.9,22.0,5.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
9.0,9.0,2.6,115000.0,122.0,79.0,11.0,Moskovsky,Yes,5,block-rooms,more than 2,Two balconies,1997.0
4.0,19.0,2.7,85000.0,73.6,55.1,25.6,Moskovsky,No,3,frame-block,separate,Loggia,2017.0
2.0,5.0,2.52,20000.0,50.62,17.96,7.3,Oktyabrsky,No,2,panel,separate,Without,1975.0
1.0,10.0,2.64,86000.0,62.9,34.8,9.1,Leninsky,Yes,2,frame-block,separate,Balcony,2013.0
15.0,25.0,2.7,38000.0,31.8,25.0,5.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
4.0,9.0,2.48,89000.0,81.5,37.1,10.0,Leninsky,No,3,block-rooms,2,Two balconies,2002.0
3.0,5.0,2.7,67000.0,47.7,29.7,6.5,Sovetsky,Yes,2,brick,separate,Loggia,1971.0
13.0,25.0,2.7,35000.0,28.9,22.0,5.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
4.0,9.0,2.65,77000.0,69.9,41.8,16.6,Frunzensky,No,3,panel,separate,Loggia,1998.0
19.0,19.0,3.01,223000.0,117.4,85.0,15.0,Oktyabrsky,Yes,4,frame-block,2,Two balconies,2018.0
5.0,5.0,2.53,69000.0,65.45,45.25,6.59,Zavodskoy,No,3,brick,separate,Loggia,1967.0
24.0,25.0,2.7,38000.0,31.9,25.0,5.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
12.0,17.0,2.7,120000.0,70.0,37.0,10.0,Tsentralny,No,2,monolithic,separate,Loggia,2011.0
5.0,5.0,2.5,56000.0,53.88,34.37,6.67,Zavodskoy,No,2,brick,separate,Balcony,1968.0
5.0,5.0,2.5,40000.0,28.21,17.15,4.85,Frunzensky,No,1,brick,combined,Balcony,1971.0
1.0,4.0,2.5,55000.0,43.1,30.0,6.0,Zavodskoy,Yes,2,brick,combined,Without,1965.0
4.0,9.0,2.5,44000.0,40.7,17.1,9.3,Oktyabrsky,No,1,panel,separate,Loggia,2009.0
6.0,15.0,2.7,129000.0,104.4,43.9,16.4,Sovetsky,No,2,frame-block,separate,Balcony,2014.0
12.0,26.0,2.71,165000.0,94.7,52.9,14.5,Sovetsky,No,3,silicate,separate,Loggia,2014.0
5.0,5.0,2.52,46000.0,46.7,33.0,5.9,Tsentralny,Yes,2,panel,combined,Balcony,1963.0
6.0,9.0,2.5,90000.0,58.58,32.81,7.87,Tsentralny,Yes,2,brick,separate,Loggia,1983.0
5.0,9.0,2.52,48000.0,35.8,16.9,7.12,Moskovsky,Yes,1,panel,separate,Loggia,1984.0
8.0,9.0,2.55,90000.0,81.0,43.0,7.1,Moskovsky,No,4,panel,combined,Two balconies,1991.0
5.0,9.0,2.7,62000.0,69.0,38.0,8.0,Frunzensky,No,3,panel,separate,Loggia,1986.0
4.0,4.0,2.65,53000.0,32.3,21.1,5.1,Pervomaisky,Yes,2,brick,combined,Without,1958.0
2.0,5.0,2.7,75000.0,66.2,40.9,7.4,Frunzensky,Yes,3,panel,separate,Two balconies,1975.0
16.0,25.0,2.7,46000.0,39.1,31.0,8.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,5.0,2.7,56000.0,44.5,32.8,5.8,Tsentralny,No,2,panel,combined,Without,1965.0
10.0,25.0,2.7,37000.0,29.61,23.0,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
18.0,25.0,2.7,49000.0,38.4,25.52,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
18.0,25.0,2.7,49000.0,38.4,25.57,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
8.0,9.0,2.7,74000.0,71.7,40.62,8.19,Zavodskoy,Yes,3,brick,separate,Loggia,1981.0
18.0,25.0,2.7,49000.0,38.4,25.52,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
18.0,25.0,2.7,49000.0,38.4,25.52,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
13.0,25.0,2.7,33000.0,29.2,15.57,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
13.0,25.0,2.7,33000.0,29.2,15.57,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
13.0,25.0,2.7,33000.0,29.2,15.57,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
13.0,25.0,2.7,33000.0,29.2,15.57,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,5.0,2.82,109000.0,41.57,16.83,9.33,Tsentralny,Yes,1,brick,separate,Without,1955.0
9.0,10.0,2.54,150000.0,152.1,89.4,11.3,Frunzensky,No,6,panel,2,Two balconies,2000.0
6.0,17.0,2.7,230000.0,118.7,63.9,21.5,Sovetsky,Yes,3,frame-block,separate,Two balconies,2010.0
12.0,25.0,2.7,38000.0,29.61,15.34,8.13,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
1.0,5.0,2.52,52000.0,47.2,31.7,6.1,Pervomaisky,Yes,2,panel,separate,Without,1969.0
1.0,5.0,2.52,52000.0,47.2,31.7,6.1,Pervomaisky,Yes,2,panel,separate,Without,1969.0
16.0,24.0,2.7,64000.0,51.2,18.2,12.7,Sovetsky,No,1,frame-block,separate,Loggia,2010.0
17.0,25.0,2.7,64000.0,64.57,44.0,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
21.0,25.0,2.7,64000.0,64.57,44.0,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
25.0,25.0,2.7,64000.0,64.57,44.0,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
9.0,25.0,2.7,64000.0,64.57,40.0,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,66000.0,71.6,38.95,12.01,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
2.0,4.0,2.7,210000.0,100.0,78.0,15.0,Tsentralny,No,4,frame-block,separate,Loggia,2021.0
2.0,12.0,3.0,99000.0,62.87,30.77,17.69,Pervomaisky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,25.0,2.7,66000.0,71.8,40.0,12.0,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
3.0,4.0,2.7,170000.0,81.0,59.0,15.0,Tsentralny,No,3,frame-block,separate,Loggia,2020.0
16.0,25.0,2.7,36000.0,31.12,20.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
24.0,25.0,2.7,68000.0,63.0,43.4,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
21.0,21.0,2.7,73000.0,60.0,43.0,12.0,Oktyabrsky,Yes,3,monolithic,separate,Loggia,2021.0
16.0,16.0,2.7,33000.0,27.62,15.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
3.0,10.0,2.7,77000.0,57.5,20.5,10.5,Moskovsky,Yes,1,frame-block,separate,Two balconies,2005.0
23.0,23.0,3.0,70000.0,51.2,35.0,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
4.0,16.0,2.7,45000.0,36.9,22.0,6.0,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
4.0,26.0,2.7,249000.0,107.8,97.7,10.0,Tsentralny,No,3,frame-block,more than 2,Loggia,2017.0
4.0,9.0,2.7,75000.0,63.08,36.87,9.0,Frunzensky,No,3,panel,separate,Loggia,1983.0
5.0,5.0,2.7,63000.0,56.82,41.49,5.62,Moskovsky,Yes,3,block-rooms,combined,Balcony,1966.0
10.0,16.0,2.7,62000.0,55.12,40.0,8.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
9.0,16.0,2.7,44000.0,36.83,24.0,7.0,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
12.0,16.0,2.65,75000.0,60.9,31.0,9.5,Leninsky,No,2,panel,combined,Loggia,2007.0
8.0,16.0,2.7,63000.0,58.24,40.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
13.0,16.0,2.7,62000.0,57.87,40.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
1.0,9.0,2.63,107000.0,97.1,50.4,12.1,Leninsky,No,3,panel,2,Loggia,2020.0
13.0,20.0,2.7,149000.0,89.9,78.6,11.0,Pervomaisky,Yes,3,frame-block,2,Loggia,2018.0
12.0,16.0,2.7,73000.0,71.53,50.0,15.0,Oktyabrsky,Yes,4,monolithic,2,Loggia,2021.0
12.0,16.0,2.7,235000.0,108.4,57.4,16.2,Frunzensky,Yes,3,monolithic,2,Two balconies,2008.0
9.0,16.0,2.7,64000.0,59.67,42.0,12.0,Oktyabrsky,Yes,3,monolithic,separate,Loggia,2021.0
5.0,9.0,3.0,195000.0,107.7,56.6,17.0,Tsentralny,Yes,3,brick,separate,Loggia,1998.0
8.0,9.0,2.53,57000.0,38.778,17.67,8.4,Frunzensky,Yes,1,panel,separate,Loggia,1977.0
12.0,16.0,2.7,73000.0,71.53,50.0,15.0,Oktyabrsky,Yes,4,monolithic,2,Loggia,2021.0
2.0,25.0,2.7,78000.0,74.87,50.0,15.0,Oktyabrsky,Yes,3,monolithic,2,Loggia,2021.0
24.0,25.0,2.7,37000.0,29.3,14.25,7.4,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
8.0,25.0,2.7,39000.0,33.9,21.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
16.0,25.0,2.7,39000.0,33.58,22.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
14.0,24.0,2.7,59000.0,58.66,41.0,10.0,Oktyabrsky,Yes,2,monolithic,separate,Loggia,2021.0
11.0,25.0,2.7,38000.0,29.61,15.34,8.13,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
4.0,4.0,2.7,349000.0,130.2,76.3,22.4,Tsentralny,Yes,3,brick,2,Loggia,2004.0
2.0,4.0,2.85,79000.0,63.2,34.6,12.1,Pervomaisky,Yes,2,brick,separate,Without,1951.0
1.0,5.0,2.56,75000.0,44.7,25.1,5.2,Pervomaisky,Yes,2,silicate,combined,Balcony,1963.0
9.0,15.0,2.7,88000.0,74.1,52.92,37.49,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
3.0,10.0,2.7,112000.0,65.3,36.9,10.2,Oktyabrsky,No,2,panel,separate,Loggia,2019.0
4.0,18.0,2.7,40000.0,33.7,15.0,5.83,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,3.0,3.1,490000.0,205.0,105.0,50.0,Frunzensky,Yes,5,brick,more than 2,Loggia,2010.0
7.0,15.0,2.7,66000.0,54.4,32.12,5.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
8.0,18.0,2.7,76000.0,65.2,35.0,8.3,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
21.0,26.0,2.7,228000.0,93.9,52.5,14.6,Sovetsky,No,3,frame-block,2,Without,2014.0
1.0,9.0,2.55,118000.0,96.0,60.5,12.3,Tsentralny,No,3,panel,separate,Loggia,2005.0
1.0,9.0,2.72,123000.0,65.0,33.2,19.2,Tsentralny,No,2,frame-block,separate,Loggia,2016.0
7.0,10.0,2.7,105000.0,59.7,31.0,9.8,Tsentralny,No,2,frame-block,separate,Loggia,2014.0
6.0,18.0,2.7,36000.0,29.9,12.0,5.67,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,5.0,2.98,133000.0,83.3,61.1,8.4,Oktyabrsky,Yes,4,brick,combined,Without,1956.0
4.0,15.0,2.7,66000.0,54.3,32.56,5.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
6.0,18.0,2.7,36000.0,29.9,12.0,5.6,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,9.0,2.7,72000.0,58.2,31.1,12.5,Frunzensky,Yes,2,panel,separate,Loggia,2010.0
5.0,5.0,2.7,79000.0,33.4,19.3,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,1956.0
1.0,4.0,3.0,83000.0,58.4,35.9,7.6,Tsentralny,Yes,2,brick,separate,Without,1953.0
5.0,7.0,2.7,69000.0,53.1,28.4,8.9,Leninsky,No,2,panel,separate,Loggia,2003.0
8.0,25.0,2.7,36000.0,29.7,26.0,3.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,5.0,3.0,79000.0,54.6,27.8,7.7,Partizansky,Yes,2,brick,separate,Without,1957.0
1.0,5.0,2.55,57000.0,54.05,34.04,7.61,Zavodskoy,No,3,brick,separate,Without,1967.0
5.0,5.0,2.7,85000.0,76.65,48.72,7.53,Partizansky,Yes,3,frame-block,separate,Balcony,1957.0
1.0,9.0,2.52,75000.0,73.25,48.94,7.27,Sovetsky,No,4,panel,separate,Loggia,1980.0
14.0,17.0,2.7,165000.0,90.7,64.3,43.8,Sovetsky,Yes,2,frame-block,2,Loggia,2010.0
6.0,18.0,2.7,36000.0,30.0,12.0,5.76,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,52000.0,44.3,37.0,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
11.0,25.0,2.7,52000.0,44.6,38.0,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
5.0,9.0,2.7,149000.0,106.7,62.2,13.3,Frunzensky,Yes,4,frame-block,separate,Balcony,2006.0
5.0,23.0,2.7,38000.0,31.5,12.81,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,5.0,2.7,61000.0,58.6,45.0,5.8,Zavodskoy,Yes,3,panel,combined,Without,1965.0
18.0,25.0,2.7,63000.0,55.8,45.0,9.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,18.0,2.7,75000.0,64.7,34.0,9.17,Oktyabrsky,Yes,3,brick,separate,Loggia,2021.0
2.0,20.0,2.7,38000.0,30.6,18.0,5.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2020.0
